ucid,oem,model,vid,ic,sid,dvn,pu,pn,km,myear,city,loc,ceid,regplace,owner,cc,bt,insurance,utype,active,did,ip,inp,ft,transmission,reason,p_numeric,pi,vlink,views,ud,it,webp_image,ftc
2941290,Skoda,Skoda Laura 2007-2010,Skoda Laura 2007-2010 L and K MT,11,F60D30D33ECC8FECCE5792525C050E8A,Skoda Laura L and K MT,2.2 Lakh,,"78,000",2009,Mumbai,Dahisar,0,Thane (reg),1,1896,Sedans,Comprehensive,Dealer,0,198463,0,0,Diesel,Manual,,220000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2151068_1610006168.jpg,/used-car-details/used-Skoda-Laura-2007-2010-L-and-K-MT-cars-Mumbai_F60D30D33ECC8FECCE5792525C050E8A.htm,20,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2151068_1610006168.webp,0
2941271,Fiat,Fiat Linea 2007-2013,Fiat Linea 2007-2013 Emotion (Diesel),10,6AACB397969016AC627404F04C5BE83F,Fiat Linea Emotion (Diesel),1.65 Lakh,,"61,000",2010,Mumbai,Mira Road East,0,Mumbai (reg),1,1248,Sedans,Third Party,Dealer,0,200703,0,0,Diesel,Manual,,165000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2151037_1610005531.jpg,/used-car-details/used-Fiat-Linea-2007-2013-Emotion-(Diesel)-cars-Mumbai_6AACB397969016AC627404F04C5BE83F.htm,30,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2151037_1610005531.webp,0
2940434,Maruti,Maruti Zen Estilo,Maruti Zen Estilo LXI BS IV,13,9D9C0611CD903A4F7D4503E602592D59,Maruti Zen Estilo LXI BS IV,1.99 Lakh,,"26,000",2012,Mumbai,Khar (w),0,Mumbai (reg),1,998,Hatchback,Comprehensive,Dealer,0,221994,0,1,Petrol,Manual,Not Informed,199000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2150463_1609933343.jpg,/used-car-details/used-Maruti-Zen-Estilo-LXI-BS-IV-cars-Mumbai_9D9C0611CD903A4F7D4503E602592D59.htm,36,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2150463_1609933343.webp,0
2833286,Ford,Ford Figo 2010-2012,Ford Figo 2010-2012 Diesel EXI,9,2DA30ED70366D95417F7A14EDD23E11B,Ford Figo Diesel EXI,1.98 Lakh,9.26-9.97 Lakh,"60,000",2011,Mumbai,Chakala Midc,0,Navi Mumbai (reg),1,1399,Hatchback,No Insurance,Dealer,0,147304,0,9,Diesel,Manual,Not Informed,198000,https://images10.gaadicdn.com/usedcar_image/320x240/zz1_crop_img_5f9287b526f13_1603438517.jpg,/used-car-details/used-Ford-Figo-2010-2012-Diesel-EXI-cars-Mumbai_2DA30ED70366D95417F7A14EDD23E11B.htm,1123,Dec 24,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/zz1_crop_img_5f9287b526f13_1603438517.webp,0
2924193,Maruti,Maruti Ertiga 2012-2015,Maruti Ertiga 2012-2015 ZDI,13,A380CA6D81B1C9E1A5C9FEB8826C884A,Maruti Ertiga ZDI,5.95 Lakh,,"51,000",2013,Mumbai,Andheri East,0,Pimpri chinchwad (reg),1,1248,MUV,Comprehensive,Dealer,0,186207,0,0,Diesel,Manual,,595000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_img_20210104_wa0031_2139502_1609740651.jpg,/used-car-details/used-Maruti-Ertiga-2012-2015-ZDI-cars-Mumbai_A380CA6D81B1C9E1A5C9FEB8826C884A.htm,453,Jan 04,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_img_20210104_wa0031_2139502_1609740651.webp,0
2938895,Hyundai,Hyundai i20 Active,Hyundai i20 Active 1.2,11,FC707589D063DD028BDEAA51F714EE22,Hyundai i20 Active 1.2,5.95 Lakh,,"27,000",2017,Mumbai,Mira Road West,0,vasai (reg),1,1197,Hatchback,Comprehensive,Dealer,0,187937,0,0,Petrol,Manual,,595000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_whatsappimage2021_01_05at12_42001609837721_1609837764.jpeg,/used-car-details/used-Hyundai-i20-Active-1.2-cars-Mumbai_FC707589D063DD028BDEAA51F714EE22.htm,122,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_whatsappimage2021_01_05at12_42001609837721_1609837764.webp,0
2934633,Honda,Honda Mobilio,Honda Mobilio S i-DTEC,16,ED213F60219BDAE4397AB82CBCAA2D5B,Honda Mobilio S i DTEC,4.9 Lakh,,"40,000",2015,Mumbai,Powai,0,Mumbai (reg),1,1498,MUV,Comprehensive,Dealer,0,214952,0,0,Diesel,Manual,,490000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2146529_1609570559.jpg,/used-car-details/used-Honda-Mobilio-S-i-DTEC-cars-Mumbai_ED213F60219BDAE4397AB82CBCAA2D5B.htm,321,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2146529_1609570559.webp,0
2867737,Maruti,Maruti Swift,Maruti Swift VXI Optional,14,9ED0A05E09732E3A8065A545AF0F3943,Maruti Swift VXI Optional,5 Lakh,6.08-9.30 Lakh,"14,000",2017,Mumbai,Borivali West,0,Thane (reg),1,1197,Hatchback,Comprehensive,Dealer,0,161766,0,59,Petrol,Manual,Not Informed,500000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_dscn0285_2104414_1605101557.JPG,/used-car-details/used-Maruti-Swift-VXI-Optional-cars-Mumbai_9ED0A05E09732E3A8065A545AF0F3943.htm,1550,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_dscn0285_2104414_1605101557.webp,0
2937395,Maruti,Maruti Swift Dzire 2008,Maruti Swift Dzire 2008 VDi,10,8B60BC585545EA2BB42DE8763C0CFCD7,Maruti Swift Dzire VDi,5.8 Lakh,,"47,000",2015,Mumbai,Borivali West,0,Mumbai (reg),1,1248,Sedans,Comprehensive,Dealer,0,185381,0,0,Diesel,Manual,Not Informed,580000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2148328_1609757082.jpg,/used-car-details/used-Maruti-Swift-Dzire-2008-VDi-cars-Mumbai_8B60BC585545EA2BB42DE8763C0CFCD7.htm,192,Jan 05,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2148328_1609757082.webp,0
2932138,Renault,Renault Triber,Renault Triber RXT,11,3833B87042D0490D21C388B099264E56,Renault Triber RXT,6.55 Lakh,6.39-8.96 Lakh,"9,000",2019,Mumbai,Matunga West,0,Mumbai (reg),1,999,MUV,Comprehensive,Dealer,0,183885,0,0,Petrol,Manual,,655000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2144710_1609334829.jpg,/used-car-details/used-Renault-Triber-RXT-cars-Mumbai_3833B87042D0490D21C388B099264E56.htm,563,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2144710_1609334829.webp,0
2930400,Honda,Honda Jazz 2018-2020,Honda Jazz 2018-2020 1.2 V i VTEC,8,CA87BC271B008FD064EDF626851BD52E,Honda Jazz 1.2 V i VTEC,6.25 Lakh,8.94-11.48 Lakh,"4,740",2018,Mumbai,Prabhadevi,0,Mumbai (reg),1,1199,Hatchback,Comprehensive,Dealer,0,208278,0,0,Petrol,Manual,,625000,https://images10.gaadicdn.com/usedcar_image/320x240/replace_img_5feaff7fc9b15_1609236351.png,/used-car-details/used-Honda-Jazz-2018-2020-1.2-V-i-VTEC-cars-Mumbai_CA87BC271B008FD064EDF626851BD52E.htm,294,Jan 02,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/replace_img_5feaff7fc9b15_1609236351.webp,0
2823928,Maruti,Maruti Swift Dzire 2014-2017,Maruti Swift Dzire 2014-2017 VXI AT Optional,14,725CBD236F31C924C76A08B5B195A84C,Maruti Swift Dzire VXI AT Optional,6.5 Lakh,6.88-10.20 Lakh,"29,000",2018,Mumbai,Andheri East,0,vasai (reg),1,1197,Sedans,Comprehensive,Dealer,0,184786,0,82,Petrol,Automatic,Not Informed,650000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_img_20200930_wa0062_1251601465129_1601466903.jpg,/used-car-details/used-Maruti-Swift-Dzire-2014-2017-VXI-AT-Optional-cars-Mumbai_725CBD236F31C924C76A08B5B195A84C.htm,1986,Dec 29,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_img_20200930_wa0062_1251601465129_1601466903.webp,0
2938846,Maruti,Maruti Baleno,Maruti Baleno 1.2 Zeta,20,79091B5D812B3BA1A3D4BB44802D761E,Maruti Baleno Zeta 1.2,5.95 Lakh,6.95-10.78 Lakh,"22,476",2017,Mumbai,Andheri East,0,Mumbai (reg),1,1197,Hatchback,Comprehensive,Dealer,0,210791,0,0,Petrol,Manual,,595000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2149215_1609871541.jpg,/used-car-details/used-Maruti-Baleno-1.2-Zeta-cars-Mumbai_79091B5D812B3BA1A3D4BB44802D761E.htm,60,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2149215_1609871541.webp,0
2936385,Maruti,Maruti Swift Dzire 2014-2017,Maruti Swift Dzire 2014-2017 ZXI,11,DB0E78A81947F785BC3313FB0FE55C44,Maruti Swift Dzire ZXI,6.5 Lakh,6.88-10.20 Lakh,"21,000",2017,Mumbai,Bazargate,0,Mumbai (reg),1,1197,Sedans,Comprehensive,Dealer,0,186909,0,0,Petrol,Manual,,650000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2147632_1609674590.jpg,/used-car-details/used-Maruti-Swift-Dzire-2014-2017-ZXI-cars-Mumbai_DB0E78A81947F785BC3313FB0FE55C44.htm,75,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2147632_1609674590.webp,0
2926092,Hyundai,Hyundai Elite i20 2017-2020,Hyundai Elite i20 2017-2020 Petrol CVT Asta,11,4B1C77460012A209FA23A48E5BF26804,Hyundai i20 Petrol CVT Asta,7.75 Lakh,8.09-13.45 Lakh,"12,000",2018,Mumbai,Andheri West,0,Mumbai (reg),1,1197,Hatchback,Comprehensive,Dealer,0,220271,0,0,Petrol,Automatic,,775000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2140811_1608905439.jpg,/used-car-details/used-Hyundai-Elite-i20-2017-2020-Petrol-CVT-Asta-cars-Mumbai_4B1C77460012A209FA23A48E5BF26804.htm,574,Dec 25,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2140811_1608905439.webp,0
2925635,BMW,BMW 3 Series 2015-2019,BMW 3 Series 2015-2019 320d,12,86AF8F647D47316F88B625ACEF292C40,BMW 3 Series 320d,8.15 Lakh,51.47-59.46 Lakh,"52,000",2011,Mumbai,Antop Hill,0,panvel (reg),1,1995,Sedans,No Insurance,Dealer,0,199395,0,0,Diesel,Automatic,,815000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_img_20200129_wa0052_84151608889623_1608889659.jpg,/used-car-details/used-BMW-3-Series-2015-2019-320d-cars-Mumbai_86AF8F647D47316F88B625ACEF292C40.htm,1822,Dec 25,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_img_20200129_wa0052_84151608889623_1608889659.webp,0
2934100,Maruti,Maruti Baleno,Maruti Baleno 1.2 CVT Alpha,20,AF0819FD6330FCEA4F4C4DCE5C44A317,Maruti Baleno Alpha Automatic,7.55 Lakh,6.95-10.78 Lakh,"17,336",2017,Mumbai,Antop Hill,0,Mumbai (reg),1,1197,Hatchback,Comprehensive,Dealer,0,184831,0,0,Petrol,Automatic,Not Informed,755000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2146223_1609503224.jpg,/used-car-details/used-Maruti-Baleno-1.2-CVT-Alpha-cars-Mumbai_AF0819FD6330FCEA4F4C4DCE5C44A317.htm,184,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2146223_1609503224.webp,0
2924193,Maruti,Maruti Ertiga 2012-2015,Maruti Ertiga 2012-2015 ZDI,13,A380CA6D81B1C9E1A5C9FEB8826C884A,Maruti Ertiga ZDI,5.95 Lakh,,"51,000",2013,Mumbai,Andheri East,0,Pimpri chinchwad (reg),1,1248,MUV,Comprehensive,Dealer,0,186207,0,0,Diesel,Manual,,595000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_img_20210104_wa0031_2139502_1609740651.jpg,/used-car-details/used-Maruti-Ertiga-2012-2015-ZDI-cars-Mumbai_A380CA6D81B1C9E1A5C9FEB8826C884A.htm,453,Jan 04,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_img_20210104_wa0031_2139502_1609740651.webp,0
2936418,Tata,Tata Nexon 2017-2020,Tata Nexon 2017-2020 1.2 Revotron XZA Plus DualTone,15,BEADDBE46A5D3504B29A3F5FC1AADC1D,Tata Nexon 1.2 Revotron XZA Plus DualTone,8.25 Lakh,8.24-13.43 Lakh,"15,700",2018,Mumbai,Mira Road East,0,Mumbai (reg),1,1198,Sport Utilities,No Insurance,Dealer,0,199619,0,0,Petrol,Automatic,,825000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2147681_1609678919.jpg,/used-car-details/used-Tata-Nexon-2017-2020-1.2-Revotron-XZA-Plus-DualTone-cars-Mumbai_BEADDBE46A5D3504B29A3F5FC1AADC1D.htm,342,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2147681_1609678919.webp,0
2938895,Hyundai,Hyundai i20 Active,Hyundai i20 Active 1.2,11,FC707589D063DD028BDEAA51F714EE22,Hyundai i20 Active 1.2,5.95 Lakh,,"27,000",2017,Mumbai,Mira Road West,0,vasai (reg),1,1197,Hatchback,Comprehensive,Dealer,0,187937,0,0,Petrol,Manual,,595000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_whatsappimage2021_01_05at12_42001609837721_1609837764.jpeg,/used-car-details/used-Hyundai-i20-Active-1.2-cars-Mumbai_FC707589D063DD028BDEAA51F714EE22.htm,122,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_whatsappimage2021_01_05at12_42001609837721_1609837764.webp,0
2941921,Hyundai,Hyundai Elite i20 2017-2020,Hyundai Elite i20 2017-2020 Petrol CVT Asta,16,A8EBAFD7B116467D82F2E6030C9E8AD8,Hyundai i20 Petrol CVT Asta,7.95 Lakh,8.09-13.45 Lakh,"20,000",2018,Mumbai,Antop Hill,0,Nashik (reg),1,1197,Hatchback,Comprehensive,Dealer,0,199395,0,0,Petrol,Automatic,,795000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2151666_1610027542.jpg,/used-car-details/used-Hyundai-Elite-i20-2017-2020-Petrol-CVT-Asta-cars-Mumbai_A8EBAFD7B116467D82F2E6030C9E8AD8.htm,30,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2151666_1610027542.webp,0
2934176,Maruti,Maruti Ertiga,Maruti Ertiga CNG VXI BSIV,17,B78951E09E133840C122853375604482,Maruti Ertiga CNG VXI BSIV,8.12 Lakh,10.02 Lakh,"20,564",2017,Mumbai,Matunga West,0,Mumbai (reg),1,1462,MUV,Third Party,Dealer,0,187024,0,0,CNG,Manual,,812000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2146261_1609506246.jpg,/used-car-details/used-Maruti-Ertiga-CNG-VXI-BSIV-cars-Mumbai_B78951E09E133840C122853375604482.htm,286,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2146261_1609506246.webp,0
2937395,Maruti,Maruti Swift Dzire 2008,Maruti Swift Dzire 2008 VDi,10,8B60BC585545EA2BB42DE8763C0CFCD7,Maruti Swift Dzire VDi,5.8 Lakh,,"47,000",2015,Mumbai,Borivali West,0,Mumbai (reg),1,1248,Sedans,Comprehensive,Dealer,0,185381,0,0,Diesel,Manual,Not Informed,580000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2148328_1609757082.jpg,/used-car-details/used-Maruti-Swift-Dzire-2008-VDi-cars-Mumbai_8B60BC585545EA2BB42DE8763C0CFCD7.htm,192,Jan 05,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2148328_1609757082.webp,0
2940354,Maruti,Maruti Swift 2004-2011,Maruti Swift 2004-2011 ZXI ABS,12,740A4E03E8731E1C318BAC3E32637257,Maruti Swift ZXI ABS,2.8 Lakh,6.08-9.30 Lakh,"56,000",2011,Mumbai,Mazgaon,0,Mumbai (reg),2,1298,Hatchback,Comprehensive,Dealer,0,188495,0,0,Petrol,Manual,,280000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2150386_1609930895.jpg,/used-car-details/used-Maruti-Swift-2004-2011-ZXI-ABS-cars-Mumbai_740A4E03E8731E1C318BAC3E32637257.htm,147,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2150386_1609930895.webp,0
2937225,Maruti,Maruti Wagon R,Maruti Wagon R VXI BS IV,9,14826D2763A9F57DA7F18D0A27F91A2D,Maruti Wagon R VXI,3.5 Lakh,5.26-7.02 Lakh,"25,000",2016,Mumbai,Mazgaon,0,Mumbai (reg),1,998,Hatchback,Comprehensive,Dealer,0,188495,0,0,Petrol,Manual,,350000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2148118_1609750044.jpg,/used-car-details/used-Maruti-Wagon-R-VXI-BS-IV-cars-Mumbai_14826D2763A9F57DA7F18D0A27F91A2D.htm,239,Jan 04,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2148118_1609750044.webp,0
2933728,Maruti,Maruti Swift Dzire 2014-2017,Maruti Swift Dzire 2014-2017 VDI,17,76FB17C8105C834202278E865B9042E8,Maruti Swift Dzire VDI,3.15 Lakh,,"82,131",2011,Mumbai,Andheri West,0,Mumbai (reg),1,1248,Sedans,No Insurance,Dealer,0,198802,0,0,Diesel,Manual,Not Informed,315000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2145988_1609490092.jpg,/used-car-details/used-Maruti-Swift-Dzire-2014-2017-VDI-cars-Mumbai_76FB17C8105C834202278E865B9042E8.htm,415,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2145988_1609490092.webp,0
2930931,Honda,Honda Brio 2011-2013,Honda Brio 2011-2013 V MT,19,8F921463EB8CDA18BCFD497A7DDC83ED,Honda Brio V MT,3.25 Lakh,,"30,000",2013,Mumbai,Andheri East,0,Mumbai (reg),1,1198,Hatchback,Comprehensive,Dealer,0,186207,0,0,Petrol,Manual,,325000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_img_20210107_wa0062_2143849_1610025661.jpg,/used-car-details/used-Honda-Brio-2011-2013-V-MT-cars-Mumbai_8F921463EB8CDA18BCFD497A7DDC83ED.htm,61,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_img_20210107_wa0062_2143849_1610025661.webp,0
2937604,Honda,Honda City 2011-2013,Honda City 2011-2013 V MT,15,06EF89D8D8F1E37993F1511F436E2FF3,Honda City V MT,3.25 Lakh,12.90-16.99 Lakh,"1,30,000",2012,Mumbai,Andheri West,0,Mumbai (reg),1,1497,Sedans,Third Party,Dealer,0,202183,0,0,Petrol,Manual,,325000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2148547_1609763185.jpg,/used-car-details/used-Honda-City-2011-2013-V-MT-cars-Mumbai_06EF89D8D8F1E37993F1511F436E2FF3.htm,303,Jan 04,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2148547_1609763185.webp,0
2935412,Chevrolet,Chevrolet Aveo,Chevrolet Aveo 1.6 LT,15,7DD824531506BEECBAA360A8F7CDD513,Chevrolet Aveo 1.6 LT,1.45 Lakh,,"32,000",2006,Mumbai,Andheri,0,Thane (reg),1,1598,Sedans,Comprehensive,Dealer,0,199886,0,0,Petrol,Manual,,145000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2147187_1609597448.jpg,/used-car-details/used-Chevrolet-Aveo-1.6-LT-cars-Mumbai_7DD824531506BEECBAA360A8F7CDD513.htm,436,Jan 02,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2147187_1609597448.webp,0
2701363,Chevrolet,Chevrolet Beat 2010-2013,Chevrolet Beat 2010-2013 Diesel LT Option,8,3C523347606D7B2C0AA9BA14491B0770,Chevrolet Beat Diesel LT Option,1.21 Lakh,,"34,600",2011,Mumbai,Mira Road West,0,Mumbai (reg),2,936,Hatchback,No Insurance,Dealer,0,216067,0,389,Diesel,Manual,Not Informed,121000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_535_203591592028536_1592028563.PNG,/used-car-details/used-Chevrolet-Beat-2010-2013-Diesel-LT-Option-cars-Mumbai_3C523347606D7B2C0AA9BA14491B0770.htm,9880,Nov 16,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_535_203591592028536_1592028563.webp,0
2933746,Maruti,Maruti Alto 2000-2005,Maruti Alto 2000-2005 LXI,16,D19ECF1A598B3E5486408AAA41069C90,Maruti Alto LXI,1.55 Lakh,,"49,100",2011,Mumbai,Andheri West,0,Mumbai (reg),1,796,Hatchback,No Insurance,Dealer,0,198802,0,0,Petrol,Manual,Not Informed,155000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2145997_1609490720.jpg,/used-car-details/used-Maruti-Alto-2000-2005-LXI-cars-Mumbai_D19ECF1A598B3E5486408AAA41069C90.htm,227,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2145997_1609490720.webp,0
2893144,Hyundai,Hyundai Santro Xing,Hyundai Santro Xing GLS,14,E004C3A37188B736E92FDC586D80B83E,Hyundai Santro Xing GLS,1.49 Lakh,,"45,000",2010,Mumbai,Andheri West,0,Mumbai (reg),1,1086,Hatchback,Comprehensive,Dealer,0,193472,0,0,Petrol,Manual,,149000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2118637_1606725874.jpg,/used-car-details/used-Hyundai-Santro-Xing-GLS-cars-Mumbai_E004C3A37188B736E92FDC586D80B83E.htm,1523,Jan 04,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2118637_1606725874.webp,0
2937389,Fiat,Fiat Linea 2007-2013,Fiat Linea 2007-2013 Emotion Pack,9,6A1A52D38B3D085BFFD22F4C51EB6778,Fiat Linea Emotion Pack,1.3 Lakh,,"55,000",2009,Mumbai,Borivali,0,Mumbai (reg),2,1368,Sedans,Comprehensive,Dealer,0,215014,0,0,Petrol,Manual,,130000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2148293_1609756375.jpg,/used-car-details/used-Fiat-Linea-2007-2013-Emotion-Pack-cars-Mumbai_6A1A52D38B3D085BFFD22F4C51EB6778.htm,215,Jan 04,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2148293_1609756375.webp,0
2926088,Maruti,Maruti Alto 2000-2005,Maruti Alto 2000-2005 LXI,8,04A3EABACD506584C79FD39ADC6FF8A4,Maruti Alto LXI,1.46 Lakh,,"69,000",2011,Mumbai,Parel,0,Mumbai (reg),1,796,Hatchback,Comprehensive,Dealer,0,202258,0,0,Petrol,Manual,,146000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2140805_1608904131.jpg,/used-car-details/used-Maruti-Alto-2000-2005-LXI-cars-Mumbai_04A3EABACD506584C79FD39ADC6FF8A4.htm,454,Dec 25,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2140805_1608904131.webp,0
2924193,Maruti,Maruti Ertiga 2012-2015,Maruti Ertiga 2012-2015 ZDI,13,A380CA6D81B1C9E1A5C9FEB8826C884A,Maruti Ertiga ZDI,5.95 Lakh,,"51,000",2013,Mumbai,Andheri East,0,Pimpri chinchwad (reg),1,1248,MUV,Comprehensive,Dealer,0,186207,0,0,Diesel,Manual,,595000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_img_20210104_wa0031_2139502_1609740651.jpg,/used-car-details/used-Maruti-Ertiga-2012-2015-ZDI-cars-Mumbai_A380CA6D81B1C9E1A5C9FEB8826C884A.htm,453,Jan 04,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_img_20210104_wa0031_2139502_1609740651.webp,0
2938895,Hyundai,Hyundai i20 Active,Hyundai i20 Active 1.2,11,FC707589D063DD028BDEAA51F714EE22,Hyundai i20 Active 1.2,5.95 Lakh,,"27,000",2017,Mumbai,Mira Road West,0,vasai (reg),1,1197,Hatchback,Comprehensive,Dealer,0,187937,0,0,Petrol,Manual,,595000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_whatsappimage2021_01_05at12_42001609837721_1609837764.jpeg,/used-car-details/used-Hyundai-i20-Active-1.2-cars-Mumbai_FC707589D063DD028BDEAA51F714EE22.htm,122,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_whatsappimage2021_01_05at12_42001609837721_1609837764.webp,0
2934633,Honda,Honda Mobilio,Honda Mobilio S i-DTEC,16,ED213F60219BDAE4397AB82CBCAA2D5B,Honda Mobilio S i DTEC,4.9 Lakh,,"40,000",2015,Mumbai,Powai,0,Mumbai (reg),1,1498,MUV,Comprehensive,Dealer,0,214952,0,0,Diesel,Manual,,490000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2146529_1609570559.jpg,/used-car-details/used-Honda-Mobilio-S-i-DTEC-cars-Mumbai_ED213F60219BDAE4397AB82CBCAA2D5B.htm,321,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2146529_1609570559.webp,0
2867737,Maruti,Maruti Swift,Maruti Swift VXI Optional,14,9ED0A05E09732E3A8065A545AF0F3943,Maruti Swift VXI Optional,5 Lakh,6.08-9.30 Lakh,"14,000",2017,Mumbai,Borivali West,0,Thane (reg),1,1197,Hatchback,Comprehensive,Dealer,0,161766,0,59,Petrol,Manual,Not Informed,500000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_dscn0285_2104414_1605101557.JPG,/used-car-details/used-Maruti-Swift-VXI-Optional-cars-Mumbai_9ED0A05E09732E3A8065A545AF0F3943.htm,1550,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_dscn0285_2104414_1605101557.webp,0
2937395,Maruti,Maruti Swift Dzire 2008,Maruti Swift Dzire 2008 VDi,10,8B60BC585545EA2BB42DE8763C0CFCD7,Maruti Swift Dzire VDi,5.8 Lakh,,"47,000",2015,Mumbai,Borivali West,0,Mumbai (reg),1,1248,Sedans,Comprehensive,Dealer,0,185381,0,0,Diesel,Manual,Not Informed,580000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2148328_1609757082.jpg,/used-car-details/used-Maruti-Swift-Dzire-2008-VDi-cars-Mumbai_8B60BC585545EA2BB42DE8763C0CFCD7.htm,192,Jan 05,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2148328_1609757082.webp,0
